Student_ID,Age,10th_Percentage,12th_Percentage,12th_Stream,Degree,CGPA,Programming,Communication,Leadership,Creativity,Problem_Solving,Technology_Interest,Medical_Interest,Finance_Interest,Government_Interest,Business_Interest,Teaching_Interest,Law_Interest,Physical_Fitness,Personality,Hobby,Career
3896,21,72,97,Science_PCB,BSc,9.89,4,3,4,4,5,4,5,4,5,5,4,3,3,Research,Coding,Research Scientist
3897,20,58,64,Science_PCB,BHMS,7.86,4,5,3,4,4,2,5,5,3,2,4,4,2,Leadership,Writing,Doctor
3898,17,84,98,Commerce,CA,7.67,3,2,2,2,5,3,5,5,2,2,5,5,2,Creative,Coding,Bank Manager
3899,24,77,53,Commerce,CA,8.55,4,5,4,4,5,2,5,5,3,5,4,3,2,Leadership,Public Speaking,Accountant
3900,20,91,62,Arts,BDes,7.92,3,4,3,5,4,3,2,5,2,4,3,4,5,Leadership,Reading,Designer
3901,22,74,85,Science_PCM,BSc,9.08,5,2,3,4,5,4,4,5,4,5,3,5,4,Leadership,Public Speaking,Research Scientist
3902,25,63,83,Commerce,BA Economics,9.56,5,5,5,5,3,3,2,3,5,3,4,5,2,Research,Music,Government Officer
3903,24,65,79,Commerce,BBA,7.63,5,3,5,3,5,3,4,3,2,5,5,2,5,Helping,Coding,Marketing Manager
3904,20,86,63,Commerce,BCom,6.19,5,3,5,5,4,5,5,5,4,3,3,5,2,Helping,Writing,Financial Analyst
3905,17,72,93,Science_PCB,BSc Microbiology,6.26,5,4,3,5,4,3,5,4,3,2,5,5,2,Research,Writing,Medical Researcher
3906,17,70,67,Arts,BA,8.04,2,5,3,3,2,4,4,3,5,3,3,2,5,Helping,Coding,Defence Officer
3907,20,80,91,Commerce,BBA,6.62,2,4,5,5,3,4,4,2,4,5,5,2,2,Analytical,Writing,Marketing Manager
3908,23,86,90,Science_PCB,BSc Nursing,9.29,4,4,5,2,4,5,5,5,4,2,4,2,2,Leadership,Writing,Nurse
3909,20,80,58,Science_PCB,BSc Nursing,8.26,5,4,4,3,4,4,5,3,5,3,5,4,4,Creative,Music,Nurse
3910,24,51,89,Science_PCM,BTech,7.76,4,2,4,5,5,2,2,2,4,4,4,2,5,Helping,Reading,Civil Engineer
3911,20,87,55,Science_PCM,BCA,9.98,5,3,3,3,4,5,3,4,2,3,3,4,5,Leadership,Music,Data Scientist
3912,22,53,96,Commerce,CA,7.22,5,3,4,3,4,5,4,5,3,5,5,3,5,Analytical,Drawing,Accountant
3913,17,55,95,Science_PCM,BTech,9.38,5,2,3,2,4,5,4,4,4,5,2,2,3,Helping,Social Work,AI Engineer
3914,17,67,58,Arts,BTech,6.52,5,2,5,5,5,2,4,2,5,2,3,5,5,Research,Drawing,Defence Officer
3915,24,91,56,Commerce,BCom,9.44,3,3,2,4,4,2,2,5,5,2,2,4,3,Helping,Public Speaking,Accountant
3916,22,94,62,Commerce,BBA,7.11,2,5,5,4,2,2,4,4,4,5,2,3,4,Helping,Public Speaking,Entrepreneur
3917,17,58,81,Arts,BA,7.51,2,5,5,3,5,5,3,2,2,5,3,3,2,Analytical,Coding,Entrepreneur
3918,20,84,90,Science_PCM,BTech,9.03,5,4,4,5,4,5,5,5,4,3,2,2,4,Helping,Social Work,Software Developer
3919,25,98,64,Science_PCB,BSc Data Science,8.57,2,2,3,4,5,3,4,2,3,2,5,2,4,Creative,Writing,Research Scientist
3920,21,79,95,Arts,BA,9.39,3,5,5,3,3,4,2,5,5,5,4,3,4,Research,Drawing,Government Officer
3921,21,72,99,Science_PCB,BSc Nursing,8.23,3,4,4,5,3,4,5,4,5,5,2,2,3,Creative,Writing,Nurse
3922,23,84,68,Science_PCM,BTech,8.82,5,5,5,2,5,5,3,2,4,3,3,3,5,Analytical,Drawing,Data Scientist
3923,21,51,93,Science_PCM,BCA,8.42,5,4,5,3,4,5,2,2,3,4,5,2,2,Helping,Coding,AI Engineer
3924,24,93,87,Arts,BTech,9.76,2,3,5,2,2,5,5,3,5,5,2,4,5,Analytical,Public Speaking,Defence Officer
3925,22,90,94,Commerce,BBA,7.85,3,2,5,5,2,2,4,4,3,5,5,3,2,Analytical,Coding,Marketing Manager
3926,20,60,71,Science_PCB,BSc Biotechnology,8.9,2,5,5,5,3,4,5,3,2,3,4,3,4,Creative,Sports,Medical Researcher
3927,19,89,98,Science_PCM,BSc Data Science,6.21,5,4,4,2,5,5,5,3,3,4,5,2,4,Creative,Social Work,Data Scientist
3928,23,95,86,Science_PCB,MBBS,6.89,4,4,4,5,5,2,5,3,5,5,2,3,2,Helping,Sports,Doctor
3929,25,78,55,Commerce,BCom,9.82,4,5,4,2,5,2,3,5,2,3,5,3,4,Helping,Music,Financial Analyst
3930,24,70,85,Arts,BFA,7.15,4,4,3,5,5,3,3,4,3,4,4,4,2,Helping,Sports,Designer
3931,23,70,68,Arts,BA,9.14,3,5,3,5,2,2,3,5,3,4,5,3,5,Analytical,Writing,Teacher
3932,19,69,73,Science_PCM,BCA,6.45,5,2,5,5,5,5,5,2,3,4,5,2,2,Analytical,Public Speaking,Software Developer
3933,19,94,55,Science_PCM,BTech,7.53,5,4,5,4,4,5,2,2,2,4,2,2,5,Research,Reading,Civil Engineer
3934,21,55,70,Science_PCM,BCA,7.54,5,4,5,4,4,5,2,2,3,5,3,4,5,Research,Music,Software Developer
3935,24,89,51,Commerce,CA,9.52,3,5,4,4,4,3,2,5,4,5,5,4,5,Leadership,Reading,Bank Manager
3936,19,86,67,Commerce,CA,9.55,5,2,5,5,4,3,5,5,2,4,2,4,4,Analytical,Writing,Accountant
3937,17,56,70,Science_PCM,BCA,8.6,5,2,4,3,4,5,4,2,2,3,5,5,2,Creative,Sports,Data Scientist
3938,22,55,58,Science_PCB,MBBS,7.18,2,4,3,3,3,2,5,5,2,2,2,3,5,Analytical,Writing,Doctor
3939,24,92,54,Commerce,BA Economics,8.82,5,5,5,3,2,4,3,4,5,5,2,5,3,Analytical,Coding,Government Officer
3940,21,89,50,Science_PCB,BAMS,8.06,3,4,5,5,5,2,5,5,4,5,2,3,4,Helping,Sports,Doctor
3941,19,60,63,Arts,BFA,6.86,2,2,2,5,2,2,2,4,4,5,4,2,3,Analytical,Coding,Designer
3942,21,91,56,Science_PCM,BA,9.68,3,5,3,3,4,2,3,4,5,3,4,4,5,Leadership,Public Speaking,Defence Officer
3943,23,59,99,Science_PCM,BTech,9.71,5,4,4,2,4,5,4,5,3,2,2,3,5,Research,Drawing,AI Engineer
3944,21,99,93,Commerce,BBA,6.93,2,2,5,3,4,3,5,4,3,5,4,5,3,Leadership,Public Speaking,Entrepreneur
3945,18,71,52,Arts,BA,6.06,4,5,4,3,2,3,2,3,2,5,5,2,2,Research,Coding,Teacher
3946,25,50,98,Commerce,BA,6.38,5,5,3,5,3,3,2,2,5,5,4,5,3,Leadership,Sports,Government Officer
3947,17,89,95,Science_PCB,BSc Nursing,8.14,5,5,5,4,4,2,5,5,2,4,4,4,2,Helping,Public Speaking,Nurse
3948,20,71,59,Science_PCM,BTech,7.96,5,5,2,3,5,5,4,2,3,2,2,5,4,Creative,Coding,AI Engineer
3949,22,86,81,Science_PCM,BTech,7.92,5,5,4,5,5,5,3,3,5,4,5,3,4,Research,Sports,Software Developer
3950,19,69,59,Arts,BTech,8.99,5,5,5,3,2,4,4,4,5,4,3,2,5,Research,Public Speaking,Defence Officer
3951,20,76,95,Science_PCM,BTech,9.83,5,4,5,3,5,5,2,3,4,3,3,2,4,Helping,Drawing,Data Scientist
3952,24,99,87,Arts,BTech,6.16,3,4,3,2,5,4,4,5,5,3,5,2,5,Leadership,Sports,Defence Officer
3953,24,50,97,Commerce,BBA,9.4,5,5,3,2,4,2,2,5,3,4,4,2,4,Leadership,Reading,Financial Analyst
3954,21,80,67,Science_PCM,BTech,9.31,3,3,5,2,3,2,2,5,4,2,5,5,5,Analytical,Coding,Civil Engineer
3955,18,61,77,Commerce,BBA,9.58,3,4,5,2,3,4,3,2,5,5,2,4,2,Research,Music,Marketing Manager
3956,24,82,91,Commerce,BBA,8.66,2,4,3,5,4,3,5,5,3,5,3,4,4,Leadership,Drawing,Bank Manager
3957,25,89,99,Science_PCM,BTech,6.04,5,5,2,5,5,5,4,5,5,5,5,2,4,Helping,Social Work,AI Engineer
3958,18,56,98,Science_PCB,BSc Microbiology,6.34,5,4,4,3,3,3,5,3,3,4,4,5,2,Research,Public Speaking,Medical Researcher
3959,18,67,60,Science_PCB,BSc Nursing,7.77,4,5,4,3,4,3,5,3,5,5,4,5,5,Leadership,Reading,Nurse
3960,22,62,86,Commerce,BBA,8.0,4,4,5,5,2,3,3,2,2,5,5,3,5,Helping,Writing,Marketing Manager
3961,17,54,79,Science_PCB,BSc Microbiology,6.53,3,4,5,3,2,3,5,4,4,4,2,4,4,Helping,Coding,Medical Researcher
3962,17,60,92,Commerce,BBA,8.2,4,2,5,3,3,3,2,3,5,5,3,2,3,Helping,Music,Marketing Manager
3963,17,63,94,Science_PCB,BSc Nursing,9.38,5,4,5,3,5,2,5,4,5,4,5,3,2,Research,Writing,Nurse
3964,24,87,71,Science_PCM,BTech,9.9,5,5,4,4,4,2,5,2,4,3,5,5,5,Helping,Coding,Civil Engineer
3965,25,96,85,Science_PCM,BSc Data Science,7.32,4,5,2,4,5,5,2,5,2,2,5,5,2,Helping,Drawing,Research Scientist
3966,17,54,56,Science_PCB,BSc Nursing,8.75,2,5,5,5,3,5,5,3,5,4,5,5,3,Leadership,Social Work,Nurse
3967,24,61,66,Arts,LLB,7.79,5,5,4,3,3,4,4,4,5,5,2,5,3,Creative,Drawing,Lawyer
3968,25,67,70,Commerce,BBA,8.95,4,5,5,5,5,4,4,5,5,5,3,5,4,Research,Reading,Marketing Manager
3969,19,60,60,Science_PCM,BTech,9.99,3,5,5,5,5,4,2,5,5,3,4,2,5,Analytical,Drawing,Defence Officer
3970,24,70,54,Science_PCM,BTech,7.5,5,4,4,5,4,5,5,2,4,5,4,3,4,Analytical,Social Work,Data Scientist
3971,17,98,71,Commerce,BCom,7.02,3,3,4,3,5,4,4,5,4,5,2,4,5,Analytical,Writing,Accountant
3972,21,70,72,Science_PCB,BSc Biotechnology,8.05,5,5,5,5,2,3,5,4,3,2,4,4,4,Research,Social Work,Medical Researcher
3973,17,57,83,Arts,LLB,8.14,3,5,5,2,4,5,4,4,5,5,4,5,3,Creative,Coding,Lawyer
3974,18,91,50,Arts,LLB,9.19,5,5,4,2,2,5,2,2,5,4,4,5,2,Analytical,Reading,Lawyer
3975,23,56,95,Science_PCM,BCA,7.2,5,5,2,4,5,5,3,3,3,4,4,4,5,Creative,Writing,AI Engineer
3976,21,85,97,Commerce,BCom,9.96,5,4,3,5,5,5,2,5,5,5,3,2,3,Research,Coding,Accountant
3977,17,79,68,Commerce,BBA,6.13,3,5,5,4,5,3,5,4,3,5,2,5,3,Analytical,Drawing,Marketing Manager
3978,23,53,78,Science_PCB,BSc Data Science,6.49,4,2,4,4,5,5,5,5,4,3,3,3,4,Helping,Public Speaking,Research Scientist
3979,20,54,92,Arts,LLB,7.6,2,5,5,5,5,3,2,4,3,5,3,5,3,Leadership,Reading,Lawyer
3980,22,67,81,Arts,LLB,7.29,3,5,4,2,3,5,3,5,5,4,2,5,4,Analytical,Music,Lawyer
3981,23,82,74,Science_PCB,BSc Nursing,8.04,3,5,2,3,3,3,5,4,4,4,3,5,3,Research,Writing,Nurse
3982,19,79,61,Science_PCM,BCA,7.58,5,2,3,5,5,5,2,3,4,2,2,5,3,Creative,Writing,AI Engineer
3983,18,50,86,Science_PCM,BTech,9.99,5,2,4,5,5,5,3,5,5,4,4,5,5,Leadership,Coding,Software Developer
3984,23,68,85,Science_PCM,BTech,6.41,5,4,3,4,2,5,2,3,5,5,2,5,3,Helping,Social Work,Civil Engineer
3985,21,92,53,Arts,BA,9.02,2,5,5,3,3,5,2,4,5,3,5,2,5,Helping,Drawing,Teacher
3986,17,77,84,Commerce,BBA,8.42,2,4,5,2,3,4,3,3,3,5,4,3,2,Leadership,Reading,Entrepreneur
3987,21,63,95,Arts,BTech,6.83,5,5,2,5,2,3,2,2,5,2,3,3,5,Helping,Writing,Defence Officer
3988,19,82,89,Science_PCB,BSc Nursing,9.08,3,5,2,5,4,5,5,5,5,5,2,3,5,Leadership,Social Work,Nurse
3989,25,52,90,Commerce,BBA,9.34,2,2,5,5,3,5,5,4,2,5,2,5,4,Creative,Social Work,Marketing Manager
3990,18,79,59,Arts,LLB,7.26,2,5,2,4,2,2,3,3,2,2,5,5,4,Helping,Coding,Lawyer
3991,22,90,84,Arts,BA,8.48,3,4,5,3,5,5,3,3,2,5,3,3,4,Leadership,Writing,Entrepreneur
3992,20,57,54,Commerce,CA,8.83,4,5,5,2,4,2,5,5,3,5,4,3,3,Leadership,Music,Accountant
3993,24,77,65,Commerce,BCom,9.34,4,4,3,3,4,3,5,5,3,3,2,4,2,Creative,Public Speaking,Accountant
3994,25,63,69,Science_PCB,BSc Nursing,6.14,4,4,4,5,4,3,5,3,4,2,5,5,2,Leadership,Reading,Nurse
3995,21,71,77,Science_PCB,MBBS,8.42,3,5,2,2,5,2,5,3,3,4,2,2,5,Analytical,Writing,Doctor
3996,19,92,56,Commerce,BBA,7.01,2,4,4,4,5,2,5,5,2,2,2,3,3,Leadership,Drawing,Bank Manager
3997,21,92,54,Science_PCM,BTech,8.22,2,3,4,3,3,5,4,2,4,4,2,5,3,Analytical,Coding,Civil Engineer
3998,25,82,98,Science_PCM,BTech,8.05,5,4,4,2,5,5,5,4,2,4,5,2,4,Creative,Sports,AI Engineer
3999,20,51,72,Science_PCM,BTech,6.43,5,3,5,2,4,2,2,3,5,3,2,4,3,Research,Music,Civil Engineer
4000,19,78,84,Science_PCM,BSc Data Science,6.15,5,4,5,5,4,5,2,3,5,4,5,2,3,Analytical,Drawing,Data Scientist
4001,24,52,90,Science_PCM,BSc Data Science,6.3,2,3,5,4,5,3,4,3,5,5,5,5,2,Research,Public Speaking,Research Scientist
4002,21,59,65,Arts,BTech,7.52,4,5,3,4,3,5,5,4,5,4,5,5,5,Research,Reading,Defence Officer
4003,22,95,77,Commerce,BBA,7.11,4,4,5,3,5,2,4,3,4,5,3,4,4,Analytical,Public Speaking,Marketing Manager
4004,25,98,88,Science_PCB,BSc Biotechnology,8.16,2,5,5,3,3,4,5,5,2,5,3,2,5,Analytical,Social Work,Medical Researcher
4005,23,55,98,Science_PCM,BA,8.02,3,5,2,3,2,4,3,3,5,2,4,3,5,Leadership,Music,Defence Officer
4006,21,65,69,Commerce,CMA,7.33,5,4,3,2,4,5,4,5,5,4,5,3,4,Helping,Writing,Financial Analyst
4007,24,51,69,Arts,BEd,6.02,2,5,2,3,3,4,4,3,3,5,5,5,4,Creative,Social Work,Teacher
4008,20,92,81,Science_PCM,BTech,9.41,2,3,5,2,4,4,3,5,5,2,3,4,5,Analytical,Public Speaking,Defence Officer
4009,23,62,83,Science_PCM,BSc Data Science,7.91,5,2,4,4,5,2,3,2,2,5,2,4,2,Research,Public Speaking,Research Scientist
4010,23,72,60,Science_PCB,BHMS,9.93,3,5,4,3,4,4,5,2,2,4,2,5,2,Leadership,Social Work,Doctor
4011,22,95,88,Science_PCM,BCA,6.08,5,3,2,5,5,5,4,3,4,4,3,3,5,Research,Reading,Data Scientist
4012,19,62,78,Science_PCB,BSc,7.92,5,5,3,4,5,4,2,3,2,3,2,4,2,Creative,Reading,Research Scientist
4013,18,79,80,Commerce,BBA,6.83,3,2,5,5,3,2,2,4,4,5,2,5,5,Research,Sports,Marketing Manager
4014,22,72,68,Arts,BA,9.11,4,5,3,4,4,2,4,2,3,3,5,4,3,Helping,Public Speaking,Teacher
4015,23,71,71,Science_PCB,MBBS,7.37,2,5,4,2,2,3,5,3,5,2,2,5,5,Creative,Social Work,Doctor
4016,20,55,92,Science_PCM,BCA,9.77,5,4,4,3,4,5,3,2,2,4,5,2,3,Research,Reading,Software Developer
4017,20,90,79,Commerce,BBA,9.67,4,5,4,4,5,2,5,5,4,3,4,4,2,Research,Public Speaking,Financial Analyst
4018,24,58,58,Commerce,BBA,6.23,5,4,5,3,3,5,4,5,3,5,2,4,3,Helping,Writing,Marketing Manager
4019,20,84,89,Science_PCB,BAMS,7.97,5,4,5,2,4,3,5,4,2,2,4,5,2,Helping,Writing,Doctor
4020,25,94,63,Science_PCM,BTech,8.5,3,4,2,4,2,3,3,2,4,5,2,5,2,Analytical,Sports,Civil Engineer
4021,24,55,64,Science_PCB,BSc Biotechnology,8.64,2,4,3,4,3,4,5,4,3,2,5,5,2,Creative,Writing,Medical Researcher
4022,23,96,63,Science_PCM,BA,6.18,3,5,4,4,2,2,2,5,5,2,3,2,5,Research,Sports,Defence Officer
4023,23,97,89,Science_PCM,BTech,6.91,4,2,5,5,2,2,4,5,4,2,3,5,2,Helping,Music,Civil Engineer
4024,21,51,99,Commerce,BA,6.48,4,4,5,4,5,3,3,3,4,5,3,5,3,Analytical,Social Work,Entrepreneur
4025,22,91,91,Arts,BA,6.94,3,5,4,3,2,3,5,4,5,3,5,3,4,Analytical,Sports,Teacher
4026,18,82,59,Commerce,BA,8.67,5,3,5,3,4,4,3,5,4,5,3,5,4,Leadership,Sports,Entrepreneur
4027,18,85,53,Arts,LLB,9.04,2,5,2,4,4,5,5,4,2,3,5,5,4,Helping,Public Speaking,Lawyer
4028,23,58,51,Commerce,BBA,6.86,3,4,5,3,2,2,3,2,3,5,4,2,5,Analytical,Coding,Marketing Manager
4029,23,77,98,Commerce,BBA,7.68,4,4,5,3,4,2,4,2,2,5,2,4,2,Leadership,Drawing,Entrepreneur
4030,19,55,54,Science_PCM,BTech,7.29,5,2,5,4,4,5,3,3,3,3,5,2,4,Analytical,Music,Data Scientist
4031,17,66,83,Arts,BA,8.01,5,3,3,3,4,2,2,4,5,2,4,2,5,Creative,Writing,Defence Officer
4032,21,99,57,Science_PCM,BCA,8.17,5,3,5,3,4,5,3,5,2,5,2,3,5,Analytical,Public Speaking,Software Developer
4033,17,79,99,Science_PCM,BCA,7.0,5,5,3,5,5,5,2,3,2,2,5,3,2,Research,Writing,Data Scientist
4034,19,94,84,Commerce,BBA,8.83,4,2,5,2,4,3,3,2,4,5,4,5,2,Creative,Drawing,Marketing Manager
4035,20,80,85,Arts,BA,7.47,2,3,2,3,4,4,4,3,5,4,2,5,5,Helping,Music,Defence Officer
4036,20,51,85,Arts,BA,9.62,3,2,3,4,3,3,3,5,5,3,5,5,5,Leadership,Reading,Defence Officer
4037,24,62,65,Science_PCB,BSc Data Science,8.15,4,5,5,4,5,3,4,5,5,4,4,3,5,Research,Reading,Research Scientist
4038,23,98,74,Arts,BA,8.93,2,5,4,3,4,5,5,5,5,4,2,4,5,Research,Social Work,Government Officer
4039,18,71,68,Arts,LLB,7.55,4,5,4,5,4,2,4,2,4,3,5,5,4,Leadership,Sports,Lawyer
4040,20,56,82,Science_PCM,BTech,8.07,5,4,5,2,4,5,3,3,3,3,4,4,4,Research,Coding,Software Developer
4041,19,93,91,Science_PCB,BSc Nursing,6.03,5,5,3,3,2,2,5,4,5,3,4,4,5,Helping,Sports,Nurse
4042,24,53,64,Arts,LLB,6.24,4,5,2,3,4,3,3,5,2,5,2,5,4,Creative,Sports,Lawyer
4043,17,80,73,Science_PCM,BA,8.42,4,2,4,5,5,4,5,2,5,5,2,2,5,Analytical,Drawing,Defence Officer
4044,17,78,77,Commerce,CA,6.78,4,3,4,4,5,3,4,5,2,3,2,4,5,Creative,Reading,Bank Manager
4045,18,67,60,Science_PCB,BSc Data Science,8.8,2,2,2,4,5,3,2,3,4,3,3,5,5,Creative,Sports,Research Scientist
4046,21,56,90,Arts,LLB,9.3,3,5,5,5,4,2,5,3,2,4,4,5,2,Leadership,Social Work,Lawyer
4047,24,80,90,Science_PCB,MBBS,8.58,4,4,2,4,5,2,5,5,3,2,2,5,5,Creative,Coding,Doctor
4048,22,72,98,Science_PCB,BSc Nursing,7.3,5,5,4,5,4,3,5,2,5,3,4,4,4,Creative,Drawing,Nurse
4049,22,61,65,Science_PCM,BCA,6.67,5,4,5,3,5,5,3,3,3,5,3,3,5,Research,Drawing,AI Engineer
4050,17,95,56,Commerce,BBA,8.89,5,5,5,5,2,2,2,2,4,5,5,2,2,Helping,Drawing,Entrepreneur
4051,25,54,82,Arts,LLB,8.92,3,5,3,2,2,2,5,5,4,3,3,5,5,Analytical,Social Work,Lawyer
4052,20,66,69,Science_PCM,BTech,6.34,2,4,2,3,5,3,4,5,3,4,2,2,2,Leadership,Social Work,Civil Engineer
4053,22,66,88,Commerce,BA,7.49,3,4,5,2,3,4,3,3,5,3,3,5,3,Analytical,Drawing,Government Officer
4054,23,65,68,Arts,BA,7.6,2,4,3,5,3,4,5,2,5,4,5,2,2,Helping,Music,Government Officer
4055,24,94,72,Science_PCB,BHMS,9.16,3,5,5,5,2,4,5,2,3,4,2,3,5,Research,Reading,Doctor
4056,17,65,64,Science_PCM,BCA,9.37,5,3,3,4,4,5,2,3,2,2,4,5,5,Analytical,Public Speaking,Software Developer
4057,17,58,74,Arts,LLB,7.55,2,5,5,2,3,5,5,4,3,4,5,5,2,Helping,Social Work,Lawyer
4058,20,66,75,Arts,BFA,9.75,3,3,4,5,2,2,5,5,4,4,3,5,5,Leadership,Public Speaking,Designer
4059,17,73,97,Commerce,BCom,7.25,2,3,4,2,5,3,5,5,2,3,4,3,3,Creative,Reading,Accountant
4060,20,52,81,Science_PCM,BTech,8.42,5,4,5,2,2,2,5,5,5,4,2,3,5,Analytical,Sports,Defence Officer
4061,23,93,96,Science_PCM,BDes,9.72,3,3,3,5,3,4,3,4,3,4,2,5,5,Research,Sports,Designer
4062,18,98,68,Science_PCM,BTech,6.68,5,4,3,5,4,5,5,2,5,3,3,2,2,Research,Music,Software Developer
4063,24,80,97,Science_PCM,BTech,7.99,5,4,3,3,4,5,2,5,3,2,2,4,5,Analytical,Sports,Software Developer
4064,25,66,78,Science_PCB,BSc Microbiology,8.9,4,4,5,4,5,3,5,2,3,5,5,2,3,Research,Music,Medical Researcher
4065,17,74,56,Science_PCM,BSc Data Science,9.63,5,3,3,3,5,5,4,5,4,5,3,3,3,Analytical,Drawing,Data Scientist
4066,18,66,78,Arts,LLB,9.51,2,5,5,3,3,2,5,3,3,3,4,5,3,Research,Music,Lawyer
4067,24,85,55,Arts,BEd,9.54,2,5,5,3,5,4,4,4,5,2,5,2,4,Research,Drawing,Teacher
4068,25,53,57,Science_PCM,BCA,7.76,5,3,2,4,4,5,3,2,5,5,3,2,3,Leadership,Music,AI Engineer
4069,18,57,79,Commerce,BBA,7.62,5,4,5,3,4,4,4,3,2,5,3,3,4,Leadership,Social Work,Entrepreneur
4070,22,91,68,Science_PCM,BTech,6.99,3,3,5,3,5,3,5,2,5,5,3,2,5,Creative,Sports,Defence Officer
4071,22,53,94,Science_PCM,BCA,8.04,5,5,4,5,5,5,3,2,2,3,3,4,4,Helping,Writing,Data Scientist
4072,17,97,67,Arts,BFA,9.58,2,5,3,5,3,4,4,4,3,4,3,2,4,Analytical,Coding,Designer
4073,23,79,76,Arts,LLB,6.69,2,5,2,5,3,2,3,3,2,3,5,5,3,Leadership,Reading,Lawyer
4074,23,99,71,Arts,BA,8.36,5,5,4,2,3,2,4,3,5,3,5,5,2,Analytical,Sports,Government Officer
4075,20,88,59,Science_PCM,BSc,6.55,2,4,3,4,5,4,3,3,2,5,5,4,3,Analytical,Social Work,Research Scientist
4076,25,92,92,Science_PCM,BSc,8.28,4,5,2,4,5,4,4,4,4,5,3,5,3,Leadership,Public Speaking,Research Scientist
4077,19,99,65,Science_PCM,BCA,6.86,5,2,5,2,5,5,4,2,4,2,2,3,3,Research,Social Work,AI Engineer
4078,18,74,67,Arts,BFA,9.08,3,4,4,5,2,2,2,5,4,2,2,5,4,Leadership,Coding,Designer
4079,20,90,54,Science_PCM,BCA,7.51,5,3,4,4,4,5,5,2,3,4,3,2,2,Research,Sports,AI Engineer
4080,24,68,93,Commerce,BBA,9.77,3,4,5,2,3,2,5,2,3,5,4,2,5,Analytical,Social Work,Marketing Manager
4081,18,54,54,Commerce,BBA,8.12,5,4,5,2,5,4,3,3,5,5,2,5,3,Research,Reading,Marketing Manager
4082,19,80,69,Arts,BBA,9.19,4,5,5,3,4,3,2,2,4,5,4,4,5,Leadership,Drawing,Entrepreneur
4083,24,62,94,Commerce,BCom,8.29,4,4,2,3,5,5,4,5,4,3,4,4,3,Creative,Reading,Bank Manager
4084,20,56,67,Commerce,CMA,8.02,3,3,3,4,5,5,4,5,2,4,5,3,3,Helping,Coding,Financial Analyst
4085,24,67,86,Arts,BA,9.37,3,5,5,2,2,3,5,5,4,5,4,4,5,Leadership,Sports,Entrepreneur
4086,24,51,71,Commerce,CA,9.26,2,5,2,3,4,5,2,5,3,4,3,4,5,Analytical,Sports,Accountant
4087,19,82,78,Science_PCB,BSc Nursing,7.21,2,4,3,3,3,2,5,2,2,5,4,4,5,Helping,Reading,Nurse
4088,19,80,72,Arts,LLB,9.59,2,5,3,5,2,2,2,5,3,5,3,5,5,Research,Drawing,Lawyer
4089,23,95,73,Arts,BA,9.98,3,5,4,2,3,5,3,5,3,2,5,2,2,Creative,Music,Teacher
4090,20,92,68,Science_PCM,BTech,7.79,4,2,4,2,5,2,5,3,5,4,3,3,3,Helping,Public Speaking,Civil Engineer
4091,24,52,74,Science_PCM,BSc,9.74,4,4,3,4,5,4,2,3,5,3,2,4,4,Leadership,Music,Research Scientist
4092,22,74,61,Science_PCM,BSc Data Science,9.92,5,2,4,4,4,5,3,3,5,2,2,5,2,Research,Music,Data Scientist
4093,18,68,52,Commerce,BA Economics,7.14,2,4,5,2,5,4,5,4,5,5,2,2,4,Analytical,Social Work,Government Officer
4094,25,94,64,Science_PCM,BTech,8.76,5,5,5,3,5,5,3,2,4,4,3,2,4,Analytical,Music,AI Engineer
4095,17,56,60,Commerce,BBA,7.06,3,3,5,2,2,4,3,3,5,5,2,5,4,Helping,Drawing,Entrepreneur
4096,17,90,64,Commerce,BA,9.95,3,4,5,3,2,5,2,4,2,5,3,4,3,Analytical,Public Speaking,Entrepreneur
4097,19,83,63,Science_PCB,BSc Nursing,8.63,5,5,3,2,2,5,5,5,2,2,3,5,2,Creative,Social Work,Nurse
4098,19,77,76,Science_PCM,BTech,7.09,5,2,3,5,4,3,5,4,5,5,3,4,5,Helping,Public Speaking,Defence Officer
4099,22,68,66,Arts,LLB,6.92,4,5,2,5,4,4,3,5,5,2,5,5,3,Analytical,Drawing,Lawyer
4100,22,93,62,Commerce,CA,6.41,3,2,4,2,5,3,4,5,3,3,3,5,2,Helping,Social Work,Bank Manager
4101,17,98,60,Science_PCM,BTech,6.7,5,5,5,2,4,5,5,5,4,5,5,4,5,Research,Writing,AI Engineer
4102,23,94,59,Arts,BA,9.63,4,4,4,4,4,2,2,4,5,4,2,4,5,Creative,Reading,Government Officer
4103,18,92,51,Commerce,BBA,6.43,5,5,4,3,4,2,2,5,5,2,4,2,3,Leadership,Social Work,Financial Analyst
4104,20,87,84,Commerce,CMA,6.45,3,3,3,3,4,4,2,5,3,2,2,3,4,Creative,Reading,Financial Analyst
4105,19,75,74,Science_PCB,BAMS,9.21,3,4,5,5,5,5,5,2,4,2,3,4,3,Leadership,Drawing,Doctor
4106,23,91,51,Commerce,BBA,6.92,4,4,4,5,4,4,2,5,3,3,4,3,5,Helping,Writing,Financial Analyst
4107,24,66,70,Science_PCM,BCA,7.1,5,3,5,5,5,5,2,4,3,3,4,4,4,Leadership,Sports,AI Engineer
4108,24,97,69,Arts,BA,7.39,4,4,3,5,5,3,4,3,5,2,4,3,5,Analytical,Music,Government Officer
4109,25,84,74,Commerce,BCom,8.49,5,3,4,4,4,5,4,5,3,4,3,3,3,Leadership,Coding,Accountant
